No.,Name,Type,Zone,Date From,Date To,From,Dep,To,Arr,Duration,Halts,Dep Days,Classes,Distance,Speed,Return
12861,Visakhapatnam -  Mahbubnagar SF Express,SF,ECoR,,,VSKP,18:40,MBNR,09:20,14h 40m,20,SMTWTFS,SL 3A 2A 1A,808 km,55 km/hr,12862
15090,Gomti Nagar - Godda Weekly Express,Exp,NER,,,GTNR,15:35,GODA,11:20,19h 45m,22,SMTWTFS,SL 3A 2A,807 km,41 km/hr,15089
15089,Godda - Gomti Nagar Weekly Express,Exp,NER,,,GODA,14:10,GTNR,07:30,17h 20m,22,SMTWTFS,SL 3A 2A,807 km,47 km/hr,15090
20936,Indore - Gandhidham Weekly SF Express,SF,WR,,,INDB,23:30,GIMB,14:05,14h 35m,8,SMTWTFS,SL 3A 2A 1A 3E,806 km,55 km/hr,20935
20935,Gandhidham - Indore Weekly SF Express,SF,WR,,,GIMB,18:25,INDB,08:55,14h 30m,8,SMTWTFS,SL 3A 2A 1A 3E,806 km,56 km/hr,20936
12455,Delhi Sarai Rohilla - Bikaner SF Express (via Shri Ganganagar),SF,NR,,,DEE,22:45,BKN,13:20,14h 35m,20,SMTWTFS,SL 3A 2A 1A,802 km,55 km/hr,12456
12456,Bikaner - Delhi Sarai Rohilla SF Express (via Sri Ganganagar),SF,NR,,,BKN,16:45,DEE,07:20,14h 35m,20,SMTWTFS,SL 3A 2A 1A,802 km,55 km/hr,12455
12258,Thiruvananthapuram North (Kochuveli) - Yesvantpur Garib Rath Express (PT),GR,SWR,,,TVCN,17:00,YPR,09:45,16h 45m,17,SMTWTFS,3A,801 km,48 km/hr,12257
12257,Yesvantpur - Thiruvananthapuram North (Kochuveli) Garib Rath Express,GR,SWR,,,YPR,20:45,TVCN,13:20,16h 35m,17,SMTWTFS,3A,801 km,48 km/hr,12258
12732,Secunderabad - Tirupati SF Express (PT),SF,SCR,,,SC,16:15,TPTY,06:25,14h 10m,13,SMTWTFS,SL 3A 2A 1A,800 km,56 km/hr,12731
12731,Tirupati - Secunderabad SF Express (PT),SF,SCR,,,TPTY,17:00,SC,07:24,14h 24m,14,SMTWTFS,SL 3A 2A 1A,800 km,56 km/hr,12732
14118,Kalindi Express,Exp,NCR,,,BNW,19:35,PRYJ,12:55,17h 20m,30,SMTWTFS,SL 3A 2A 1A,800 km,46 km/hr,14117
14117,Kalindi Express (PT),Exp,NCR,,,PRYJ,15:50,BNW,09:25,17h 35m,30,SMTWTFS,SL 3A 2A 3E,800 km,46 km/hr,14118
12226,Kaifiyaat SF Express (PT),SF,NR,,,DLI,20:25,AMH,10:55,14h 30m,16,SMTWTFS,SL 3A 2A 1A,800 km,55 km/hr,12225
12225,Kaifiyaat SF Express (PT),SF,NR,,,AMH,16:30,DLI,07:05,14h 35m,16,SMTWTFS,SL 3A 2A 1A,800 km,55 km/hr,12226
16856,Mangaluru Central - Puducherry Express (via Salem) (PT),Exp,SR,,,MAQ,16:35,PDY,10:15,17h 40m,20,SMTWTFS,SL 3A 2A,799 km,45 km/hr,16855
16855,Puducherry - Mangaluru Central Express (Via Salem) (PT),Exp,SR,,,PDY,16:45,MAQ,09:30,16h 45m,20,SMTWTFS,SL 3A 2A,799 km,48 km/hr,16856
18117,Rourkela - Gunupur Rajya Rani Express (PT),Exp,SER,,,ROU,21:25,GNPR,13:25,16h 0m,22,SMTWTFS,SL 3A 2A,799 km,50 km/hr,18118
18118,Gunupur - Rourkela Rajya Rani Express,Exp,SER,,,GNPR,16:00,ROU,08:15,16h 15m,22,SMTWTFS,SL 3A 2A,799 km,49 km/hr,18117
18425,Puri - Durg Express,Exp,ECoR,,,PURI,19:10,DURG,11:55,16h 45m,27,SMTWTFS,SL 3A 2A 1A 3E,797 km,48 km/hr,18426
18426,Durg - Puri Express (PT),Exp,ECoR,,,DURG,16:10,PURI,09:20,17h 10m,27,SMTWTFS,SL 3A 2A 1A 3E,797 km,46 km/hr,18425
17247,Narasapur - Dharmavaram  Express (PT),Exp,SCR,,,NS,17:55,DMM,10:00,16h 5m,26,SMTWTFS,SL 3A 2A,795 km,49 km/hr,17248
17248,Dharmavaram - Narasapur Express (PT),Exp,SCR,,,DMM,14:20,NS,05:25,15h 5m,26,SMTWTFS,SL 3A 2A,795 km,53 km/hr,17247
20490,Mathura - Barmer SF Express (PT),SF,NWR,,,MTJ,15:45,BME,06:00,14h 15m,28,SMTWTFS,SL 3A 2A 1A,793 km,56 km/hr,20489
15127,Kashi Vishwanath Express (PT),Exp,NER,,,BSBS,13:30,NDLS,05:45,16h 15m,30,SMTWTFS,SL 3A 2A 1A 3E,793 km,49 km/hr,15128
15128,Kashi Vishwanath Express,Exp,NER,,,NDLS,11:35,BSBS,04:40,17h 5m,33,SMTWTFS,SL 3A 2A 1A 3E,793 km,46 km/hr,15127
20489,Barmer - Mathura SF Express,SF,NWR,,,BME,21:50,MTJ,12:15,14h 25m,28,SMTWTFS,SL 3A 2A 1A,793 km,55 km/hr,20490
18630,Gorakhpur - Ranchi Weekly Express,Exp,SER,,,GKP,14:40,RNC,09:25,18h 45m,19,SMTWTFS,SL 3A 2A 1A,790 km,42 km/hr,18629
22732,Mumbai CSMT - Hyderabad SF Express (PT),SF,SCR,,,CSMT,14:10,HYB,04:25,14h 15m,21,SMTWTFS,SL 3A 2A,789 km,55 km/hr,22731
12701,Hussain Sagar SF Express (PT),SF,SCR,,,CSMT,21:50,HYB,12:00,14h 10m,15,SMTWTFS,SL 3A 2A,789 km,56 km/hr,12702
12702,Hussain Sagar SF Express (PT),SF,SCR,,,HYB,14:55,CSMT,04:55,14h 0m,16,SMTWTFS,SL 3A 2A,789 km,56 km/hr,12701
19711,Jaipur - Bhopal Express (PT),Exp,NWR,,,JP,18:25,BPL,11:20,16h 55m,34,SMTWTFS,SL 3A 2A 1A 3E,789 km,47 km/hr,19712
19712,Bhopal - Jaipur Express (PT),Exp,NWR,,,BPL,16:35,JP,09:35,17h 0m,34,SMTWTFS,SL 3A 2A 1A 3E,789 km,46 km/hr,19711
22731,Hyderabad - Mumbai CSMT SF Express (PT),SF,SCR,,,HYB,22:40,CSMT,13:05,14h 25m,21,SMTWTFS,SL 3A 2A,789 km,55 km/hr,22732
13138,Azamgarh - Kolkata Weekly Express,Exp,ER,,,AMH,08:00,KOAA,03:00,19h 0m,19,SMTWTFS,SL 3A 2A 3E,789 km,42 km/hr,13137
13137,Kolkata - Azamgarh Weekly Express,Exp,ER,,,KOAA,11:25,AMH,06:00,18h 35m,19,SMTWTFS,SL 3A 2A 3E,789 km,42 km/hr,13138
18448,Hirakhand Express,Exp,ECoR,,,JDB,16:30,BBS,08:20,15h 50m,24,SMTWTFS,SL 3A 2A 1A,787 km,50 km/hr,18447
18447,Hirakhand Express,Exp,ECoR,,,BBS,19:35,JDB,11:15,15h 40m,24,SMTWTFS,SL 3A 2A 1A,787 km,50 km/hr,18448
18629,Ranchi - Gorakhpur Weekly Express,Exp,SER,,,RNC,16:50,GKP,11:35,18h 45m,19,SMTWTFS,SL 3A 2A 1A,787 km,42 km/hr,18630
22935,Bandra Terminus - Palitana Weekly SF Express,SF,WR,,,BDTS,16:45,PIT,06:00,13h 15m,10,SMTWTFS,SL 3A 2A 1A,787 km,59 km/hr,22936
22936,Palitana - Bandra Terminus Weekly SF Express,SF,WR,,,PIT,20:00,BDTS,09:30,13h 30m,10,SMTWTFS,SL 3A 2A 1A,787 km,58 km/hr,22935
22542,Anand Vihar Terminal - Banaras Garib Rath Express,GR,NER,,,ANVT,18:15,BSBS,08:10,13h 55m,7,SMTWTFS,3A,781 km,56 km/hr,22541
22801,Visakhapatnam - MGR Chennai Central Weekly SF Express,SF,ECoR,,,VSKP,19:00,MAS,08:00,13h 0m,13,SMTWTFS,SL 3A 2A,781 km,60 km/hr,22802
22802,MGR Chennai Central - Visakhapatnam Weekly SF Express (PT),SF,ECoR,,,MAS,10:00,VSKP,22:30,12h 30m,13,SMTWTFS,SL 3A 2A,781 km,62 km/hr,22801
22870,MGR Chennai Central - Visakhapatnam Weekly SF Express (PT),SF,ECoR,,,MAS,10:00,VSKP,22:30,12h 30m,11,SMTWTFS,SL 3A 2A,781 km,62 km/hr,22869
22869,Visakhapatnam - MGR Chennai Central Weekly SF Express (PT),SF,ECoR,,,VSKP,19:00,MAS,08:00,13h 0m,11,SMTWTFS,SL 3A 2A,781 km,60 km/hr,22870
22541,Banaras - Anand Vihar Terminal Garib Rath Express,GR,NER,,,BSBS,19:20,ANVT,09:30,14h 10m,7,SMTWTFS,3A,781 km,55 km/hr,22542
22963,Bandra Terminus - Bhavnagar Terminus Weekly SF Express,SF,WR,,,BDTS,16:45,BVC,05:45,13h 0m,16,SMTWTFS,SL 3A 2A,780 km,60 km/hr,22964
12972,Bhavnagar Terminus - Bandra Terminus SF Express (PT),SF,WR,,,BVC,18:30,BDTS,08:15,13h 45m,19,SMTWTFS,SL 3A 2A 1A,780 km,57 km/hr,12971
22964,Bhavnagar Terminus - Bandra Terminus Weekly SF Express,SF,WR,,,BVC,17:45,BDTS,07:25,13h 40m,16,SMTWTFS,SL 3A 2A,780 km,57 km/hr,22963
12971,Bandra Terminus - Bhavnagar Terminus SF Express (PT),SF,WR,,,BDTS,19:10,BVC,08:05,12h 55m,19,SMTWTFS,SL 3A 2A 1A,780 km,60 km/hr,12972
15092,Tanakpur - Daurai (Ajmer) Express,Exp,NER,Mar 30,,TPU,18:20,DOZ,13:55,19h 35m,20,SMTWTFS,SL 2A 1A 3E,779 km,40 km/hr,15091
15091,Daurai (Ajmer) - Tanakpur Express,Exp,NER,Mar 31,,DOZ,16:05,TPU,09:35,17h 30m,20,SMTWTFS,SL 2A 1A 3E,779 km,45 km/hr,15092
15722,Paharia Express (PT),Exp,NFR,,,NJP,20:15,DGHA,11:55,15h 40m,16,SMTWTFS,SL 3A 1A,752 km,48 km/hr,15721
15721,Paharia Express (PT),Exp,NFR,,,DGHA,17:05,NJP,09:20,16h 15m,15,SMTWTFS,SL 3A 1A,752 km,46 km/hr,15722
17212,Kondaveedu Express (PT),Exp,SCR,,,YPR,13:15,MTM,07:00,17h 45m,16,SMTWTFS,SL 3A 2A 1A,778 km,44 km/hr,17211
17211,Kondaveedu Express (PT),Exp,SCR,,,MTM,15:55,YPR,09:55,18h 0m,16,SMTWTFS,SL 3A 2A 1A,778 km,43 km/hr,17212
17419,Tirupati - Vasco-Da-Gama Weekly Express,Exp,SCR,,,TPTY,11:25,VSG,05:45,18h 20m,21,SMTWTFS,SL 3A 2A,777 km,42 km/hr,17420
22862,Kantabanji - Howrah Ispat Express,SF,SER,,,KBJ,04:25,HWH,18:30,14h 5m,25,SMTWTFS,2S CC 3A,777 km,55 km/hr,22861
22861,Howrah - Kantabanji Ispat Express,SF,SER,,,HWH,06:30,KBJ,20:35,14h 5m,25,SMTWTFS,2S CC 3A,777 km,55 km/hr,22862
22862,Kantabanji - Howrah Ispat Express,SF,SER,,,KBJ,04:25,HWH,18:30,14h 5m,25,SMTWTFS,2S CC 3A,777 km,55 km/hr,22861
17002,Secunderabad - Sainagar Shirdi Express (PT),Exp,SCR,,,SC,16:10,SNSI,09:10,17h 0m,16,SMTWTFS,SL 3A 2A,777 km,46 km/hr,17001
16235,Tuticorin - Mysuru Express (PT),Exp,SWR,,,TN,17:25,MYS,09:30,16h 5m,28,SMTWTFS,SL CC 3A 2A,776 km,48 km/hr,16236
17001,Sainagar Shirdi - Secunderabad Express (PT),Exp,SCR,,,SNSI,17:00,SC,08:55,15h 55m,20,SMTWTFS,SL 3A 2A,776 km,49 km/hr,17002
17013,Hadapsar  (Pune) - Kazipet Express (PT),Exp,SCR,,,HDP,15:30,KZJ,06:45,15h 15m,15,SMTWTFS,SL 3A 2A,776 km,51 km/hr,17014
17014,Kazipet - Hadapsar (Pune) Express (PT),Exp,SCR,,,KZJ,18:15,HDP,10:50,16h 35m,15,SMTWTFS,SL 3A 2A,776 km,47 km/hr,17013
20605,Chendur SF Express (PT),SF,SR,,,MS,16:00,TCN,06:00,14h 0m,28,SMTWTFS,SL 3A 2A 1A,776 km,55 km/hr,20606
16236,Mysuru - Tuticorin Express,Exp,SWR,,,MYS,18:20,TN,10:35,16h 15m,26,SMTWTFS,SL CC 3A 2A,776 km,48 km/hr,16235
20606,Chendur SF Express (PT),SF,SR,,,TCN,20:35,MS,10:25,13h 50m,29,SMTWTFS,SL 3A 2A 1A,776 km,56 km/hr,20605
18105,Rourkela - Jaynagar Express (PT),Exp,SER,,,ROU,16:45,JYG,11:30,18h 45m,15,SMTWTFS,SL 3A 2A,774 km,41 km/hr,18106
22417,Varanasi - New Delhi Mahamana Express,SF,NR,,,BSB,18:55,NDLS,08:05,13h 10m,7,SMTWTFS,SL 3A 2A 1A,774 km,59 km/hr,22418
19315,Veer Bhumi Express,Exp,WR,,,INDB,17:55,ASV,10:50,16h 55m,31,SMTWTFS,SL 3A 2A 1A,774 km,46 km/hr,19316
19316,Veer Bhumi Express,Exp,WR,,,ASV,14:25,INDB,07:00,16h 35m,31,SMTWTFS,SL 3A 2A 1A,774 km,47 km/hr,19315
18106,Jaynagar - Rourkela Express,Exp,SER,,,JYG,19:30,ROU,15:00,19h 30m,15,SMTWTFS,SL 3A 2A,774 km,40 km/hr,18105
22418,New Delhi - Varanasi Mahamana Express,SF,NR,,,NDLS,18:40,BSB,08:25,13h 45m,7,SMTWTFS,SL 3A 2A 1A,774 km,56 km/hr,22417
11410,Nizamabad - Pune Express (UnReserved),Exp,CR,,,NZB,23:40,PUNE,19:00,19h 20m,34,SMTWTFS,,773 km,40 km/hr,11409
14242,Nauchandi Express,Exp,NR,,,SRE,17:15,PYGS,09:20,16h 5m,27,SMTWTFS,SL 3A 2A 1A,771 km,48 km/hr,14241
14241,Nauchandi Express,Exp,NR,,,PYGS,17:50,SRE,10:40,16h 50m,28,SMTWTFS,SL 3A 2A 1A,771 km,46 km/hr,14242
12219,Mumbai LTT - Secunderabad AC Duronto Express,Drnt,SCR,,,LTT,23:05,SC,11:30,12h 25m,5,SMTWTFS,3A 2A 1A,770 km,62 km/hr,12220
12220,Secunderabad - Mumbai LTT  AC  Duronto Express,Drnt,SCR,,,SC,23:05,LTT,11:15,12h 10m,5,SMTWTFS,2S 3A 2A 1A,770 km,63 km/hr,12219
12596,Anand Vihar Terminal - Gorakhpur Humsafar Express (via Basti),Hms,NER,,,ANVT,20:00,GKP,07:40,11h 40m,4,SMTWTFS,3A,769 km,66 km/hr,12595
12785,Kacheguda - Ashokapuram SF Express (PT),SF,SCR,,,KCG,19:05,AP,10:40,15h 35m,19,SMTWTFS,SL CC 3A 2A 1A,769 km,49 km/hr,12786
12786,Ashokapuram - Kacheguda SF Express (PT),SF,SCR,,,AP,14:55,KCG,05:40,14h 45m,19,SMTWTFS,SL 3A 2A 1A,769 km,52 km/hr,12785
12595,Gorakhpur - Anand Vihar Terminal Humsafar Express (via Basti),Hms,NER,,,GKP,20:00,ANVT,08:25,12h 25m,4,SMTWTFS,3A,769 km,62 km/hr,12596
12208,Jammu Tawi - Kathgodam Garib Rath Express,GR,NR,,,JAT,23:20,KGM,13:35,14h 15m,13,SMTWTFS,3A,768 km,54 km/hr,12207
12207,Kathgodam - Jammu Tawi Garib Rath Express,GR,NR,,,KGM,18:10,JAT,09:15,15h 5m,13,SMTWTFS,3A,768 km,51 km/hr,12208
20684,Sengottai - Tambaram SF Express (PT),SF,SR,,,SCT,16:30,TBM,06:05,13h 35m,18,SMTWTFS,SL 2A 3E,765 km,56 km/hr,20683
20683,Tambaram - Sengottai SF Express (PT),SF,SR,,,TBM,21:00,SCT,10:50,13h 50m,18,SMTWTFS,SL 2A 3E,765 km,55 km/hr,20684
20692,Nagercoil - Tambaram Antyodaya SF Express,Ant,SR,,,NCJ,15:50,TBM,05:50,14h 0m,15,SMTWTFS,,764 km,55 km/hr,20691
20691,Tambaram - Nagercoil Antyodaya SF Express,Ant,SR,,,TBM,22:40,NCJ,12:35,13h 55m,15,SMTWTFS,,764 km,55 km/hr,20692
14720,Amritsar - Bikaner Weekly Express,Exp,NWR,,,ASR,08:10,BKN,00:45,16h 35m,21,SMTWTFS,SL 3A 2A 3E,762 km,46 km/hr,14719
14719,Bikaner - Amritsar Weekly Express,Exp,NWR,,,BKN,15:00,ASR,07:15,16h 15m,21,SMTWTFS,SL 3A 2A 3E,762 km,47 km/hr,14720
21125,Ratlam - Bhind Express (PT),Exp,NCR,,,RTM,17:25,BIX,09:50,16h 25m,21,SMTWTFS,SL 3A 2A 1A 3E,762 km,46 km/hr,21126
21126,Bhind - Ratlam Express (PT),Exp,NCR,,,BIX,17:20,RTM,10:00,16h 40m,21,SMTWTFS,SL 3A 2A 1A 3E,762 km,46 km/hr,21125
16101,Chennai Egmore - Kollam Express (PT),Exp,SR,,,MS,17:00,QLN,07:10,14h 10m,22,SMTWTFS,SL 3A 2A,761 km,54 km/hr,16102
16102,Kollam - Chennai Egmore Express (PT),Exp,SR,,,QLN,12:00,MS,03:05,15h 5m,22,SMTWTFS,SL 3A 2A,761 km,50 km/hr,16101
22707,Visakhapatnam - Tirupati AC Double Decker Express,DD,SCR,,,VSKP,23:00,TPTY,12:30,13h 30m,16,SMTWTFS,CC,760 km,56 km/hr,22708
22708,Tirupati - Visakhapatnam AC Double Decker Express,DD,SCR,,,TPTY,21:50,VSKP,10:40,12h 50m,16,SMTWTFS,CC,760 km,59 km/hr,22707
22416,New Delhi - Varanasi Vande Bharat Express,VB,NR,,,NDLS,15:00,BSB,23:05,8h 5m,2,SMTWTFS,CC Ex,759 km,94 km/hr,22415
22415,Varanasi - New Delhi Vande Bharat Express,VB,NR,,,BSB,06:00,NDLS,14:05,8h 5m,2,SMTWTFS,CC Ex,759 km,94 km/hr,22416
22435,Varanasi - New Delhi Vande Bharat Express,VB,NR,,,BSB,15:00,NDLS,23:00,8h 0m,2,SMTWTFS,CC Ex,759 km,95 km/hr,22436
22436,New Delhi - Varanasi Vande Bharat Express,VB,NR,,,NDLS,06:00,BSB,14:00,8h 0m,2,SMTWTFS,CC Ex,759 km,95 km/hr,22435
16590,Rani Chennamma Express (PT),Exp,SWR,,,SLI,15:05,SBC,06:20,15h 15m,25,SMTWTFS,SL 3A 2A 1A 3E,757 km,50 km/hr,16589
16589,Rani Chennamma Express (PT),Exp,SWR,,,SBC,23:00,SLI,13:05,14h 5m,25,SMTWTFS,SL 3A 2A 1A 3E,757 km,54 km/hr,16590
20492,Sabarmati - Jaisalmer SF Express,SF,NWR,,,SBIB,22:15,JSM,12:00,13h 45m,21,SMTWTFS,SL 3A 2A,757 km,55 km/hr,20491
20491,Jaisalmer - Sabarmati SF Express,SF,NWR,,,JSM,15:30,SBIB,05:15,13h 45m,21,SMTWTFS,SL 3A 2A,757 km,55 km/hr,20492
22640,Alappuzha - MGR Chennai Central SF Express (PT),SF,SR,,,ALLP,15:20,MAS,05:15,13h 55m,23,SMTWTFS,SL 3A 2A 1A,757 km,54 km/hr,22639
22639,MGR Chennai Central - Alappuzha SF Express (PT),SF,SR,,,MAS,20:55,ALLP,10:40,13h 45m,22,SMTWTFS,SL 3A 2A 1A,757 km,55 km/hr,22640
12183,Bhopal - MBDD Pratapgarh SF Express (PT),SF,WCR,,,BPL,19:15,MBDP,08:55,13h 40m,10,SMTWTFS,SL 3A 2A,757 km,55 km/hr,12184
12184,MBDD Pratapgarh - Bhopal SF Express,SF,WCR,,,MBDP,19:10,BPL,08:30,13h 20m,10,SMTWTFS,SL 3A 2A,757 km,57 km/hr,12183
17644,Kakinada Port - Chengalpattu Circar Express (PT),Exp,SCR,,,COA,14:30,CGL,07:30,17h 0m,31,SMTWTFS,SL 3A 2A,756 km,44 km/hr,17643
17643,Chengalpattu - Kakinada Port Circar Express (PT),Exp,SCR,,,CGL,16:00,COA,09:50,17h 50m,31,SMTWTFS,SL 3A 2A,756 km,42 km/hr,17644
12581,Banaras - New Delhi SF Express (PT),SF,NER,,,BSBS,23:10,NDLS,09:45,10h 35m,5,SMTWTFS,SL 3A 2A 1A 3E,755 km,71 km/hr,12582
14717,Bikaner - Haridwar Express,Exp,NWR,,,BKN,22:55,HW,15:00,16h 5m,17,SMTWTFS,SL 3A,755 km,47 km/hr,14718
14718,Haridwar - Bikaner Express,Exp,NWR,,,HW,16:45,BKN,07:55,15h 10m,17,SMTWTFS,SL 3A,755 km,50 km/hr,14717
12560,Shiv Ganga Express,SF,NER,,,NDLS,20:05,BSBS,06:10,10h 5m,3,SMTWTFS,SL 3A 2A 1A 3E,755 km,75 km/hr,12559
12559,Shiv Ganga Express (PT),SF,NER,,,BSBS,22:15,NDLS,08:30,10h 15m,3,SMTWTFS,SL 3A 2A 1A 3E,755 km,74 km/hr,12560
12582,New Delhi - Banaras SF Express,SF,NER,,,NDLS,22:50,BSBS,10:00,11h 10m,5,SMTWTFS,SL 3A 2A 1A 3E,755 km,68 km/hr,12581
13150,Kanchankanya Express (PT),Exp,ER,,,APDJ,15:15,SDAH,08:20,17h 5m,27,SMTWTFS,SL 3A 2A 1A 3E,753 km,44 km/hr,13149
13149,Kanchankanya Express (PT),Exp,ER,,,SDAH,20:35,APDJ,12:35,16h 0m,27,SMTWTFS,SL 3A 2A 1A 3E,753 km,47 km/hr,13150
16231,Cuddalore Port - Mysuru Express (PT),Exp,SWR,,,CUPJ,15:40,MYS,08:35,16h 55m,25,SMTWTFS,SL CC 3A 2A,752 km,44 km/hr,16232
16232,Mysuru - Cuddalore Port Express,Exp,SWR,,,MYS,16:15,CUPJ,08:40,16h 25m,24,SMTWTFS,SL CC 3A 2A,752 km,46 km/hr,16231
22992,Bhagat Ki Kothi - Valsad SF Express,SF,WR,,,BGKT,19:35,BL,08:30,12h 55m,16,SMTWTFS,SL 3A 2A,752 km,58 km/hr,22991
22991,Valsad - Bhagat Ki Kothi SF Express,SF,WR,,,BL,18:35,BGKT,08:00,13h 25m,16,SMTWTFS,SL 3A 2A,752 km,56 km/hr,22992
18108,Jagdalpur - Rourkela Intercity Express,Exp,SER,,,JDB,14:10,ROU,06:50,16h 40m,17,SMTWTFS,SL 3A,751 km,45 km/hr,18107
18107,Rourkela - Jagdalpur Intercity Express,Exp,SER,,,ROU,17:55,JDB,10:00,16h 5m,17,SMTWTFS,SL 3A,751 km,47 km/hr,18108
17326,Vishwamanava Express,Exp,SWR,,,MYS,05:40,BGM,21:30,15h 50m,31,SMTWTFS,2S CC,749 km,47 km/hr,17325
13147,Uttarbanga Express (PT),Exp,ER,,,SDAH,19:40,BXT,11:05,15h 25m,25,SMTWTFS,SL 3A 2A 1A,749 km,49 km/hr,13148
17325,Vishwamanava Express,Exp,SWR,,,BGM,06:15,MYS,20:45,14h 30m,31,SMTWTFS,2S CC,749 km,52 km/hr,17326
13148,Uttarbanga Express (PT),Exp,ER,,,BXT,13:50,SDAH,04:50,15h 0m,22,SMTWTFS,SL 3A 2A 1A,749 km,50 km/hr,13147
15057,Gorakhpur - Anand Vihar Terminal Weekly Express,Exp,NER,,,GKP,20:55,ANVT,10:40,13h 45m,6,SMTWTFS,SL 3A 2A 1A 3E,748 km,54 km/hr,15058
15058,Anand Vihar Terminal - Gorakhpur Weekly Express,Exp,NER,,,ANVT,17:10,GKP,07:20,14h 10m,6,SMTWTFS,SL 3A 2A 1A,748 km,53 km/hr,15057
14229,Prayagraj Sangam - Yog Nagri Rishikesh Express,Exp,NR,,,PYGS,23:40,YNRK,14:30,14h 50m,16,SMTWTFS,SL 3A 2A,744 km,50 km/hr,14230
12872,Titlagarh - Howrah Ispat Express,SF,SER,,,TIG,05:15,HWH,18:30,13h 15m,28,SMTWTFS,2S CC 3A,744 km,56 km/hr,12871
12871,Howrah - Titlagarh Ispat Express,SF,SER,,,HWH,06:30,TIG,19:45,13h 15m,28,SMTWTFS,2S CC 3A,744 km,56 km/hr,12872
14230,Yog Nagri Rishikesh - Prayagraj Sangam Express,Exp,NR,,,YNRK,15:20,PYGS,07:10,15h 50m,16,SMTWTFS,SL 3A 2A,744 km,47 km/hr,14229
13122,Ghazipur City - Kolkata Weekly Express,Exp,ER,,,GCT,13:55,KOAA,05:30,15h 35m,13,SMTWTFS,SL 3A 2A 3E,743 km,48 km/hr,13121
12964,Mewar SF Express (PT),SF,NWR,,,UDZ,18:30,NZM,06:50,12h 20m,16,SMTWTFS,SL 3A 2A 1A 3E,743 km,60 km/hr,12963
12963,Mewar SF Express,SF,NWR,,,NZM,18:25,UDZ,07:25,13h 0m,16,SMTWTFS,SL 3A 2A 1A 3E,743 km,57 km/hr,12964
13121,Kolkata - Ghazipur City Weekly Express (PT),Exp,ER,,,KOAA,20:05,GCT,10:15,14h 10m,13,SMTWTFS,SL 3A 2A 3E,743 km,52 km/hr,13122
14801,Jodhpur - Indore Express (via Chittaurgarh),Exp,NWR,,,JU,08:00,INDB,23:00,15h 0m,33,SMTWTFS,SL 3A,741 km,49 km/hr,14802
14802,Indore - Jodhpur Express (via Chittaurgarh),Exp,NWR,,,INDB,04:30,JU,19:30,15h 0m,33,SMTWTFS,SL 3A,741 km,49 km/hr,14801
12634,Kanniyakumari - Chennai Egmore SF Express (PT),SF,SWR,,,CAPE,18:00,MS,06:35,12h 35m,16,SMTWTFS,SL 3A 2A 1A 3E,739 km,59 km/hr,12633
12633,Chennai Egmore - Kanniyakumari SF Express (PT),SF,SWR,,,MS,17:20,CAPE,05:30,12h 10m,13,SMTWTFS,SL 3A 2A 1A 3E,739 km,61 km/hr,12634
17317,SSS Hubballi - Dadar Central Express,Exp,SWR,,,UBL,15:55,DR,07:00,15h 5m,15,SMTWTFS,SL 3A 2A,736 km,49 km/hr,17318
17318,Dadar Central - SSS Hubballi Express,Exp,SWR,,,DR,20:15,UBL,11:35,15h 20m,16,SMTWTFS,SL 3A 2A,736 km,48 km/hr,17317
12764,Padmavathi SF Express (PT),SF,SCR,,,SC,18:40,TPTY,06:55,12h 15m,17,SMTWTFS,SL 3A 2A 1A,735 km,60 km/hr,12763
12763,Padmavathi SF Express (PT),SF,SCR,,,TPTY,16:55,SC,06:10,13h 15m,14,SMTWTFS,SL 3A 2A 1A,735 km,55 km/hr,12764
11272,Vindhyachal Express,Exp,WCR,,,BPL,18:20,ET,12:20,18h 0m,37,SMTWTFS,SL 3A,735 km,41 km/hr,11271
11271,Vindhyachal Express,Exp,WCR,,,ET,16:20,BPL,10:20,18h 0m,37,SMTWTFS,SL 3A,735 km,41 km/hr,11272
17642,Narkher - Kacheguda  InterCity  Express,Exp,SCR,,,NRKR,05:00,KCG,20:15,15h 15m,26,SMTWTFS,2S CC,732 km,48 km/hr,17641
12402,Nanda Devi AC SF Express,ACSF,NR,,,DDN,22:45,KOTA,10:35,11h 50m,12,SMTWTFS,3A 2A 1A,731 km,62 km/hr,12401
12401,Nanda Devi AC SF Express,ACSF,NR,,,KOTA,17:50,DDN,05:45,11h 55m,12,SMTWTFS,3A 2A 1A,761 km,64 km/hr,12402
18518,Visakhapatnam - Korba Express (PT),Exp,ECoR,,,VSKP,21:10,KRBA,11:15,14h 5m,27,SMTWTFS,SL 3A 2A 1A 3E,730 km,52 km/hr,18517
18517,Korba - Visakhapatnam Express (PT),Exp,ECoR,,,KRBA,16:10,VSKP,06:40,14h 30m,27,SMTWTFS,SL 3A 2A 1A 3E,730 km,50 km/hr,18518
17641,Kacheguda - Narkher InterCity Express,Exp,SCR,,,KCG,07:10,NRKR,23:00,15h 50m,27,SMTWTFS,2S CC,730 km,46 km/hr,17642
10216,Ernakulam Jn. - Madgaon Weekly SF Express,SF,NR,,,ERS,10:40,MAO,23:55,13h 15m,11,SMTWTFS,SL CC 3A 2A 1A 3E,729 km,55 km/hr,10215
