No.,Name,Type,Zone,Date From,Date To,From,Dep,To,Arr,Duration,Halts,Dep Days,Classes,Distance,Speed,Return
14654,Amritsar - Hisar Express,Exp,NR,,,ASR,18:05,HSR,00:45,6h 40m,15,SMTWTFS,SL,346 km,52 km/hr,14653
14653,Hisar - Amritsar Express,Exp,NR,,,HSR,00:05,ASR,07:40,7h 35m,15,SMTWTFS,SL,346 km,46 km/hr,14654
19012,Dahod - Valsad Intercity Express,Exp,WR,May 27,,DHD,11:55,BL,20:05,8h 10m,12,SMTWTFS,2S CC,346 km,42 km/hr,19011
19011,Valsad - Dahod Intercity Express,Exp,WR,May 27,,BL,05:15,DHD,11:05,5h 50m,12,SMTWTFS,2S CC,346 km,59 km/hr,19012
13504,Hatia - Barddhaman MEMU Express (UnReserved),Exp,ER,,,HTE,08:10,BWN,20:35,12h 25m,48,SMTWTFS,,346 km,28 km/hr,13503
15813,Dekargaon - Murkongselek Express (UnReserved),Exp,NFR,,,DKGN,04:45,MZS,13:35,8h 50m,31,SMTWTFS,,345 km,39 km/hr,15814
14894,Palanpur - Bhagat Ki Kothi DEMU Express (UnReserved),Exp,NWR,,,PNU,04:35,BGKT,12:30,7h 55m,34,SMTWTFS,,345 km,44 km/hr,14893
14893,Bhagat Ki Kothi - Palanpur DEMU Express (UnReserved),Exp,NWR,,,BGKT,18:30,PNU,04:15,9h 45m,34,SMTWTFS,,345 km,35 km/hr,14894
15814,Murkongselek - Dekargaon Express (UnReserved),Exp,NFR,,,MZS,15:00,DKGN,00:30,9h 30m,31,SMTWTFS,,345 km,36 km/hr,15813
15070,Aishbagh - Gorakhpur Intercity Express,Exp,NER,,,ASH,16:30,GKP,23:50,7h 20m,13,SMTWTFS,2S CC 3A 2A 3E,344 km,47 km/hr,15069
15069,Gorakhpur - Aishbagh Intercity Express,Exp,NER,,,GKP,03:45,ASH,10:50,7h 5m,13,SMTWTFS,2S CC 3A 2A,344 km,49 km/hr,15070
22224,Sainagar Shirdi - Mumbai CSMT Vande Bharat Express,VB,CR,,,SNSI,17:45,CSMT,22:50,5h 5m,4,SMTWTFS,CC Ex,343 km,68 km/hr,22223
12047,Guwahati - North Lakhimpur Janshatabdi Express,JShtb,NFR,Jan 07,,GHY,09:50,NLP,16:15,6h 25m,7,SMTWTFS,2S EV,343 km,53 km/hr,12048
12048,North Lakhimpur - Guwahati Jan Shatabdi Express,JShtb,NFR,Jan 07,,NLP,17:00,GHY,23:25,6h 25m,7,SMTWTFS,2S EV,343 km,53 km/hr,12047
22223,Mumbai CSMT - Sainagar Shirdi Vande Bharat Express,VB,CR,,,CSMT,06:20,SNSI,11:30,5h 10m,4,SMTWTFS,CC Ex,343 km,66 km/hr,22224
13012,Malda Town - Howrah Intercity Express (via Rampurhat) (PT),Exp,ER,,,MLDT,04:30,HWH,11:25,6h 55m,16,SMTWTFS,2S CC,343 km,50 km/hr,13011
13011,Howrah - Malda Town Intercity Express (via Rampurhat) (PT),Exp,ER,,,HWH,15:25,MLDT,22:50,7h 25m,16,SMTWTFS,2S CC,343 km,46 km/hr,13012
18303,Sambalpur - Puri Intercity Express,Exp,ECoR,,,SBP,06:00,PURI,13:30,7h 30m,13,SMTWTFS,2S CC,342 km,46 km/hr,18304
18304,Puri - Sambalpur Intercity Express,Exp,ECoR,,,PURI,15:45,SBP,22:40,6h 55m,13,SMTWTFS,2S CC,342 km,49 km/hr,18303
15044,Kathgodam - Lucknow Jn. Express,Exp,NER,,,KGM,11:15,LJN,19:20,8h 5m,9,SMTWTFS,SL 3A 2A 3E,341 km,42 km/hr,15043
15043,Lucknow Jn. - Kathgodam Express,Exp,NER,,,LJN,23:25,KGM,08:05,8h 40m,9,SMTWTFS,SL 3A 2A 3E,341 km,39 km/hr,15044
15888,Guwahati - Badarpur Tourist Express,ACExp,NFR,,,GHY,06:45,BPB,14:35,7h 50m,4,SMTWTFS,CC EV,340 km,43 km/hr,15887
16307,Alappuzha - Kannur Executive Express,Exp,SR,,,ALLP,15:50,CAN,00:30,8h 40m,25,SMTWTFS,2S CC,340 km,39 km/hr,16308
15887,Badarpur - Guwahati Tourist Express,ACExp,NFR,,,BPB,15:20,GHY,23:30,8h 10m,4,SMTWTFS,CC EV,340 km,42 km/hr,15888
16308,Kannur - Alappuzha Executive Express,Exp,SR,,,CAN,05:10,ALLP,13:25,8h 15m,26,SMTWTFS,2S CC,340 km,41 km/hr,16307
18035,Kharagpur - Hatia Express (UnReserved),Exp,SER,,,KGP,08:35,HTE,19:30,10h 55m,42,SMTWTFS,,338 km,31 km/hr,18036
22188,Adhartal - Rani Kamalapati Intercity SF Express,SF,WCR,,,ADTL,16:15,RKMP,22:23,6h 8m,9,SMTWTFS,2S CC 3A,338 km,55 km/hr,22187
22187,Rani Kamalapati - Adhartal Intercity SF Express,SF,WCR,,,RKMP,05:15,ADTL,11:00,5h 45m,9,SMTWTFS,2S CC 3A,338 km,59 km/hr,22188
13333,Dumka - Patna Express,Exp,ECR,,,DUMK,14:10,PNBE,21:00,6h 50m,13,SMTWTFS,SL 3A 2A 1A 3E,337 km,49 km/hr,13334
13334,Patna - Dumka Express (PT),Exp,ECR,,,PNBE,06:40,DUMK,13:30,6h 50m,13,SMTWTFS,SL 3A 2A 1A 3E,337 km,49 km/hr,13333
16175,Tambaram - Karaikkal Express (PT),Exp,SR,,,TBM,21:30,KIK,04:50,7h 20m,11,SMTWTFS,SL 3A 2A,337 km,46 km/hr,16176
12653,Rock Fort SF Express (PT),SF,SR,,,MS,23:30,TPJ,04:55,5h 25m,10,SMTWTFS,SL 3A 2A 1A,337 km,62 km/hr,12654
16176,Karaikal - Tambaram Express (PT),Exp,SR,,,KIK,21:20,TBM,04:35,7h 15m,9,SMTWTFS,SL 3A 2A,337 km,46 km/hr,16175
12654,Rock Fort SF Express (PT),SF,SR,,,TPJ,22:50,MS,04:10,5h 20m,10,SMTWTFS,SL 3A 2A 1A,337 km,63 km/hr,12653
18050,Badampahar - Shalimar Weekly Express,Exp,SER,,,BMPR,22:00,SHM,06:00,8h 0m,8,SMTWTFS,SL 3A,336 km,42 km/hr,18049
12795,Vijayawada - Lingampalli  InterCity Express,SF,SCR,,,BZA,17:30,LPI,23:30,6h 0m,5,SMTWTFS,2S CC,336 km,56 km/hr,12796
12796,Lingampalli - Vijayawada  InterCity  Express,SF,SCR,,,LPI,04:40,BZA,10:35,5h 55m,5,SMTWTFS,2S CC,336 km,57 km/hr,12795
14042,Mussoorie Express,Exp,NR,,,DDN,21:20,DLI,07:20,10h 0m,17,SMTWTFS,SL 3A 2A 1A,335 km,33 km/hr,14041
14041,Mussoorie Express,Exp,NR,,,DLI,22:25,DDN,09:05,10h 40m,17,SMTWTFS,SL 3A 2A 1A,335 km,31 km/hr,14042
18036,Hatia - Kharagpur Express (UnReserved),Exp,SER,,,HTE,08:50,KGP,18:45,9h 55m,42,SMTWTFS,,335 km,34 km/hr,18035
18049,Shalimar - Badampahar Weekly Express,Exp,SER,,,SHM,22:55,BMPR,06:00,7h 5m,8,SMTWTFS,SL 3A,335 km,47 km/hr,18050
14119,Kathgodam - Dehradun Express (PT),Exp,NCR,,,KGM,19:55,DDN,04:40,8h 45m,9,SMTWTFS,SL 3A 2A 1A,335 km,38 km/hr,14120
16615,Chemmozhi Express (PT),Exp,SR,,,MQ,20:25,CBE,04:45,8h 20m,8,SMTWTFS,SL 3A 2A 1A,335 km,40 km/hr,16616
16616,Chemmozhi Express (PT),Exp,SR,,,CBE,00:30,MQ,07:40,7h 10m,7,SMTWTFS,SL 3A 2A 1A,335 km,47 km/hr,16615
12092,Naini - Doon Jan Shatabdi Express,JShtb,NER,,,KGM,05:25,DDN,12:40,7h 15m,8,SMTWTFS,2S CC,335 km,46 km/hr,12091
12091,Doon - Naini Jan Shatabdi Express,JShtb,NER,,,DDN,15:55,KGM,23:40,7h 45m,8,SMTWTFS,2S CC,335 km,43 km/hr,12092
14120,Dehradun - Kathgodam Express,Exp,NCR,,,DDN,23:30,KGM,07:10,7h 40m,9,SMTWTFS,SL 3A 2A 1A,335 km,44 km/hr,14119
12132,Sainagar Shirdi - Dadar SF Express (via Manmad),SF,CR,,,SNSI,22:20,DR,04:30,6h 10m,5,SMTWTFS,SL 3A 2A,334 km,54 km/hr,12131
12131,Dadar - Sainagar Shirdi SF Express (via Manmad),SF,CR,,,DR,21:45,SNSI,03:45,6h 0m,5,SMTWTFS,SL 3A 2A,334 km,56 km/hr,12132
22148,Sainagar Shirdi - Dadar Central SF Express (via Manmad),SF,CR,,,SNSI,07:25,DR,13:25,6h 0m,5,SMTWTFS,SL 3A 2A,334 km,56 km/hr,22147
22147,Dadar Central - Sainagar Shirdi SF Express (via Manmad),SF,CR,,,DR,21:45,SNSI,03:45,6h 0m,5,SMTWTFS,SL 3A 2A,334 km,56 km/hr,22148
17228,Guntur - Dhone Express (UnReserved),Exp,SCR,,,GNT,13:00,DHNE,21:05,8h 5m,17,SMTWTFS,,333 km,41 km/hr,17227
17227,Dhone - Guntur Express (UnReserved),Exp,SCR,,,DHNE,06:30,GNT,14:00,7h 30m,18,SMTWTFS,,333 km,44 km/hr,17228
13431,Nabadwip Dham - Balurghat  Express,Exp,ER,,,NDAE,05:20,BLGT,11:45,6h 25m,13,SMTWTFS,2S,333 km,52 km/hr,13432
13432,Balurghat - Nabadwip Dham  Express,Exp,ER,,,BLGT,14:30,NDAE,21:15,6h 45m,13,SMTWTFS,2S,333 km,49 km/hr,13431
13465,Howrah - Malda Town Intercity Express (via Azimganj) (PT),Exp,ER,,,HWH,14:00,MLDT,20:30,6h 30m,13,SMTWTFS,2S CC 3A,332 km,51 km/hr,13466
12088,Guwahati - Naharlagun Shatabdi Express,Shtb,NFR,,,GHY,13:45,NHLN,19:35,5h 50m,7,SMTWTFS,CC EV,332 km,57 km/hr,12087
14332,Kalka - Delhi Express (via Saharanpur) (UnReserved),Exp,NR,,,KLK,07:40,DLI,15:40,8h 0m,28,SMTWTFS,,332 km,42 km/hr,14331
13211,Jogbani - Danapur Intercity Express,Exp,ECR,,,JBN,04:45,DNR,15:45,11h 0m,16,SMTWTFS,SL 3A,332 km,30 km/hr,13212
13212,Danapur - Jogbani Intercity Express,Exp,ECR,,,DNR,06:10,JBN,16:30,10h 20m,16,SMTWTFS,SL 3A,332 km,32 km/hr,13211
14732,Kisan Express,Exp,NWR,,,BTI,05:00,DLI,12:30,7h 30m,18,SMTWTFS,2S SL CC 3E,332 km,44 km/hr,14731
14731,Kisan Express,Exp,NWR,,,DLI,14:00,BTI,21:15,7h 15m,18,SMTWTFS,2S SL CC 3E,332 km,46 km/hr,14732
12087,Naharlagun - Guwahati Shatabdi Express,Shtb,NFR,,,NHLN,06:50,GHY,12:35,5h 45m,7,SMTWTFS,CC EV,332 km,58 km/hr,12088
13466,Malda Town - Howrah Intercity Express (via Azimganj),Exp,ER,,,MLDT,06:05,HWH,12:40,6h 35m,13,SMTWTFS,2S CC 3A,332 km,50 km/hr,13465
15081,Gorakhpur - Gomti Nagar Intercity Express,Exp,NER,,,GKP,12:20,GTNR,20:45,8h 25m,16,SMTWTFS,2S CC,331 km,39 km/hr,15082
19105,Udhna - Bhusaval MEMU Express (UnReserved),Exp,WR,,,UDN,12:45,BSL,21:50,9h 5m,34,SMTWTFS,,331 km,36 km/hr,19106
19007,Surat - Bhusaval  Express,Exp,WR,,,UDN,17:12,BSL,01:25,8h 13m,26,SMTWTFS,SL,331 km,40 km/hr,19008
19008,Bhusaval - Surat Express,Exp,WR,,,BSL,20:15,UDN,05:50,9h 35m,17,SMTWTFS,SL,331 km,35 km/hr,19007
19106,Bhusaval - Udhna MEMU Express (UnReserved),Exp,WR,,,BSL,22:15,UDN,07:15,9h 0m,34,SMTWTFS,,331 km,37 km/hr,19105
19006,Bhusaval - Surat Express,Exp,WR,,,BSL,19:30,UDN,04:25,8h 55m,28,SMTWTFS,SL 3A,331 km,37 km/hr,19005
19005,Surat - Bhusaval Express,Exp,WR,,,UDN,23:25,BSL,08:00,8h 35m,28,SMTWTFS,SL 3A,331 km,39 km/hr,19006
15082,Gomti Nagar - Gorakhpur Intercity Express,Exp,NER,,,GTNR,06:10,GKP,14:30,8h 20m,16,SMTWTFS,2S CC,331 km,40 km/hr,15081
17034,Singareni MEMU Express (UnReserved),Exp,SCR,,,SRUR,12:30,BDCR,20:20,7h 50m,28,SMTWTFS,,330 km,42 km/hr,17033
12062,Jabalpur - Rani Kamalapati Jan Shatabdi Express,JShtb,WCR,,,JBP,05:30,RKMP,11:15,5h 45m,8,SMTWTFS,2S CC EV,330 km,57 km/hr,12061
12061,Rani Kamalapati - Jabalpur Jan Shatabdi Express,JShtb,WCR,,,RKMP,17:40,JBP,22:55,5h 15m,8,SMTWTFS,2S CC EV,330 km,63 km/hr,12062
18085,Kharagpur - Ranchi MEMU Express (UnReserved),Exp,SER,,,KGP,04:30,RNC,12:35,8h 5m,28,SMTWTFS,,328 km,41 km/hr,18086
18086,Ranchi - Kharagpur MEMU Express (UnReserved),Exp,SER,,,RNC,15:40,KGP,23:45,8h 5m,28,SMTWTFS,,328 km,41 km/hr,18085
14735,Shri Ganganagar - Ambala Cantt Express (UnReserved),Exp,NWR,,,SGNR,11:20,UMB,19:30,8h 10m,41,SMTWTFS,,328 km,40 km/hr,14736
14736,Ambala Cantt - Shri Ganganagar Express (UnReserved),Exp,NWR,,,UMB,06:25,SGNR,14:20,7h 55m,23,SMTWTFS,,328 km,41 km/hr,14735
17645,Secunderabad -  Repalle  Express,Exp,SCR,,,CHZ,13:00,RAL,20:50,7h 50m,18,SMTWTFS,SL 3A 2A,328 km,42 km/hr,17646
17646,Repalle - Secunderabad Express,Exp,SCR,,,RAL,07:10,CHZ,15:30,8h 20m,19,SMTWTFS,SL 3A 2A,328 km,39 km/hr,17645
14526,Shri Ganganagar - Ambala Cantt. Intercity Express,Exp,NR,,,SGNR,13:35,UMB,21:10,7h 35m,13,SMTWTFS,2S CC,328 km,43 km/hr,14525
14525,Ambala Cantt - Shri Ganganagar Intercity Express,Exp,NR,,,UMB,05:05,SGNR,11:05,6h 0m,13,SMTWTFS,2S CC,328 km,55 km/hr,14526
12180,Agra Fort - Lucknow Jn. InterCity SF Express,SF,NCR,,,AF,06:31,LJN,12:25,5h 54m,12,SMTWTFS,2S CC 3A,326 km,55 km/hr,12179
12179,Lucknow Jn. - Agra Fort InterCity SF Express,SF,NCR,,,LJN,15:55,AF,21:49,5h 54m,12,SMTWTFS,2S CC 3A,326 km,55 km/hr,12180
11425,Pune - SCSMT Kolhapur DEMU Express (UnReserved),Exp,CR,,,PUNE,10:50,KOP,19:25,8h 35m,23,SMTWTFS,,326 km,38 km/hr,11426
11426,SCSMT Kolhapur - Pune DEMU Express (UnReserved),Exp,CR,,,KOP,05:10,PUNE,13:00,7h 50m,23,SMTWTFS,,326 km,42 km/hr,11425
20674,Pune - SCSMT Kolhapur Vande Bharat Express,VB,SWR,,,PUNE,14:15,KOP,19:40,5h 25m,5,SMTWTFS,CC Ex,326 km,60 km/hr,20673
20673,SCSMT Kolhapur - Pune Vande Bharat Express,VB,SWR,,,KOP,08:15,PUNE,13:30,5h 15m,5,SMTWTFS,CC Ex,326 km,62 km/hr,20674
22617,Tirupati - SMVT Bengaluru Intercity SF Express,SF,SR,,,TPTY,14:55,SMVB,20:55,6h 0m,7,SMTWTFS,2S CC,325 km,54 km/hr,22618
22618,SMVT Bengaluru - Tirupati Intercity SF Express,SF,SR,,,SMVB,07:40,TPTY,13:25,5h 45m,7,SMTWTFS,2S CC,325 km,57 km/hr,22617
13230,Rajendra Nagar Terminal - Godda Weekly Express,Exp,ECR,,,RJPB,22:15,GODA,06:20,8h 5m,14,SMTWTFS,SL 3A 2A 1A 3E,325 km,40 km/hr,13229
13229,Godda - Rajendra Nagar Terminal Weekly Express,Exp,ECR,,,GODA,07:20,RJPB,16:15,8h 55m,13,SMTWTFS,2S SL 3A 2A 1A 3E,325 km,36 km/hr,13230
16302,Venad Express,Exp,SR,,,TVC,05:20,SRR,12:25,7h 5m,26,SMTWTFS,2S CC,325 km,46 km/hr,16301
16301,Venad Express,Exp,SR,,,SRR,14:35,TVC,22:00,7h 25m,26,SMTWTFS,2S CC,325 km,44 km/hr,16302
22442,Kanpur Central - Chitrakutdham Karwi InterCity Express (Via Prayagraj) (UnReserved),SF,NCR,,,CNB,06:45,CKTD,12:40,5h 55m,10,SMTWTFS,,325 km,55 km/hr,22441
22441,Chitrakutdham Karwi - Kanpur Central InterCity Express (Via Prayagraj) (UnReserved),SF,NCR,,,CKTD,15:55,CNB,21:50,5h 55m,10,SMTWTFS,,325 km,55 km/hr,22442
22330,Asansol - Haldia SF Express,SF,ER,,,ASN,05:40,HLZ,11:35,5h 55m,16,SMTWTFS,2S,324 km,55 km/hr,22329
19109,Kota - Mathura MEMU Express (UnReserved),Exp,WR,,,KOTA,15:55,MTJ,00:35,8h 40m,40,SMTWTFS,,324 km,37 km/hr,19110
19110,Mathura - Kota MEMU Express (UnReserved),Exp,WR,,,MTJ,05:00,KOTA,13:20,8h 20m,40,SMTWTFS,,324 km,39 km/hr,19109
22329,Haldia - Asansol SF Express,SF,ER,,,HLZ,14:50,ASN,20:40,5h 50m,16,SMTWTFS,2S,324 km,55 km/hr,22330
12827,Howrah - Purulia SF Express,SF,SER,,,HWH,16:50,PRR,22:40,5h 50m,12,SMTWTFS,2S CC 3A,323 km,55 km/hr,12828
12828,Purulia - Howrah SF Express,SF,SER,,,PRR,05:30,HWH,11:22,5h 52m,13,SMTWTFS,2S CC 3A,323 km,55 km/hr,12827
18302,Rayagada - Sambalpur Intercity Express,Exp,ECoR,,,RGDA,13:20,SBP,19:35,6h 15m,19,SMTWTFS,2S SL,323 km,52 km/hr,18301
12884,Rupasi Bangla Express,SF,SER,,,PRR,15:25,HWH,21:15,5h 50m,11,SMTWTFS,2S CC,323 km,55 km/hr,12883
18301,Sambalpur - Rayagada Intercity Express,Exp,ECoR,,,SBP,06:05,RGDA,12:40,6h 35m,19,SMTWTFS,2S SL,323 km,49 km/hr,18302
15463,Balurghat - Siliguri Intercity Express (UnReserved),Exp,NFR,,,BLGT,12:15,SGUJ,19:00,6h 45m,14,SMTWTFS,,322 km,48 km/hr,15464
15464,Siliguri - Balurghat Intercity Express (UnReserved),Exp,NFR,,,SGUJ,08:00,BLGT,15:10,7h 10m,14,SMTWTFS,,322 km,45 km/hr,15463
14703,Jaisalmer - Lalgarh Express (UnReserved),Exp,NWR,,,JSM,11:00,LGH,17:00,6h 0m,11,SMTWTFS,,321 km,54 km/hr,14704
14704,Lalgarh - Jaisalmer Express (UnReserved),Exp,NWR,,,LGH,07:40,JSM,13:40,6h 0m,11,SMTWTFS,,321 km,54 km/hr,14703
20645,Madgaon - Mangaluru Central Vande Bharat Express,VB,SR,,,MAO,18:10,MAQ,22:45,4h 35m,2,SMTWTFS,CC Ex,319 km,70 km/hr,20646
20646,Mangaluru Central - Madgaon Vande Bharat Express,VB,SR,,,MAQ,08:30,MAO,13:10,4h 40m,2,SMTWTFS,CC Ex,319 km,68 km/hr,20645
10108,Mangaluru Central - Madgaon MEMU Express (UnReserved),Exp,KR,,,MAQ,15:30,MAO,22:20,6h 50m,18,SMTWTFS,,319 km,47 km/hr,10107
10107,Madgaon - Mangaluru Central MEMU Express (UnReserved),Exp,KR,,,MAO,04:00,MAQ,11:15,7h 15m,18,SMTWTFS,,319 km,44 km/hr,10108
12746,Manuguru -  Secunderabad  SF Express,SF,SCR,,,MUGR,21:45,CHZ,03:30,5h 45m,8,SMTWTFS,SL 3A 2A,318 km,55 km/hr,12745
12745,Secunderabad -  Manuguru SF  Express,SF,SCR,,,CHZ,23:55,MUGR,05:45,5h 50m,7,SMTWTFS,SL 3A 2A,318 km,54 km/hr,12746
12883,Rupasi Bangla Express,SF,SER,,,SRC,06:28,PRR,12:05,5h 37m,10,SMTWTFS,2S CC,315 km,56 km/hr,12884
14214,Bahraich - Varanasi Intercity Express,Exp,NR,,,BRK,05:10,BSB,13:35,8h 25m,13,SMTWTFS,CC 3A,315 km,37 km/hr,14213
14213,Varanasi - Bahraich Intercity Express,Exp,NR,,,BSB,14:00,BRK,21:50,7h 50m,13,SMTWTFS,CC 3A,315 km,40 km/hr,14214
15724,Siliguri Town - Jogbani Intercity Express,Exp,NFR,,,SGUT,19:00,JBN,02:00,7h 0m,12,SMTWTFS,2S CC,314 km,45 km/hr,15723
11122,Wardha - Bhusaval MEMU Express (UnReserved),Exp,CR,,,WR,00:05,BSL,07:45,7h 40m,26,SMTWTFS,,314 km,41 km/hr,11121
11121,Bhusaval - Wardha MEMU Express (UnReserved),Exp,CR,,,BSL,14:25,WR,21:15,6h 50m,26,SMTWTFS,,314 km,46 km/hr,11122
15723,Jogbani - Siliguri Town Intercity Express,Exp,NFR,,,JBN,04:30,SGUT,11:30,7h 0m,12,SMTWTFS,2S CC,314 km,45 km/hr,15724
12017,New Delhi - Dehradun Shatabdi Express,Shtb,NR,,,NDLS,06:45,DDN,12:55,6h 10m,6,SMTWTFS,CC Ex,314 km,51 km/hr,12018
12018,Dehradun - New Delhi Shatabdi Express,Shtb,NR,,,DDN,16:55,NDLS,22:50,5h 55m,6,SMTWTFS,CC Ex,314 km,53 km/hr,12017
15502,Jogbani - Raxaul Express,Exp,ECR,,,JBN,23:45,RXL,11:15,11h 30m,14,SMTWTFS,SL 3A,313 km,27 km/hr,15501
15501,Raxaul - Jogbani Express,Exp,ECR,,,RXL,12:40,JBN,22:30,9h 50m,14,SMTWTFS,SL 3A,313 km,32 km/hr,15502
14086,Haryana Express,Exp,NR,,,SSA,02:50,TKJ,10:25,7h 35m,21,SMTWTFS,CC,311 km,41 km/hr,14085
14085,Haryana Express,Exp,NR,,,TKJ,17:35,SSA,01:20,7h 45m,21,SMTWTFS,CC,311 km,40 km/hr,14086
12885,Aranyak Express,SF,SER,,,SHM,07:45,BJE,13:20,5h 35m,12,SMTWTFS,2S CC,311 km,56 km/hr,12886
12886,Aranyak Express,SF,SER,,,BJE,14:00,SHM,19:40,5h 40m,12,SMTWTFS,2S CC,311 km,55 km/hr,12885
22977,Jaipur - Jodhpur Intercity SF Express,SF,NWR,,,JP,06:00,JU,11:10,5h 10m,11,SMTWTFS,2S CC 3A 2A 1A,310 km,60 km/hr,22978
22978,Jodhpur - Jaipur Intercity SF Express,SF,NWR,,,JU,16:00,JP,21:15,5h 15m,11,SMTWTFS,2S CC 3A 2A 1A,310 km,59 km/hr,22977
13205,Purnia Court - Patliputra Janhit Express,Exp,ECR,,,PRNC,20:30,PPTA,04:45,8h 15m,14,SMTWTFS,SL 3A 2A 3E,309 km,37 km/hr,13206
13206,Patliputra - Purnia Court Janhit Express,Exp,ECR,,,PPTA,09:20,PRNC,17:45,8h 25m,14,SMTWTFS,SL 3A 2A 3E,309 km,37 km/hr,13205
11119,Igatpuri - Bhusaval MEMU Express (UnReserved),Exp,CR,,,IGP,09:55,BSL,17:10,7h 15m,26,SMTWTFS,,308 km,42 km/hr,11120
11120,Bhusaval - Igatpuri MEMU Express (UnReserved),Exp,CR,,,BSL,07:00,IGP,15:10,8h 10m,26,SMTWTFS,,308 km,38 km/hr,11119
14897,Bikaner - Hisar DEMU Express (UnReserved),Exp,NWR,,,BKN,17:55,HSR,00:35,6h 40m,27,SMTWTFS,,308 km,46 km/hr,14898
14898,Hisar - Bikaner DEMU Express (UnReserved),Exp,NWR,,,HSR,02:40,BKN,09:20,6h 40m,27,SMTWTFS,,308 km,46 km/hr,14897
19606,Udaipur City - Madar Jn (Ajmer) Express (UnReserved),Exp,NWR,,,UDZ,11:20,MDJN,19:15,7h 55m,37,SMTWTFS,,307 km,39 km/hr,19605
11116,Itarsi - Bhusaval MEMU Express (UnReserved),Exp,CR,,,ET,20:30,BSL,04:25,7h 55m,27,SMTWTFS,,307 km,39 km/hr,11115
19605,Madar Jn (Ajmer) - Udaipur City Express (UnReserved),Exp,NWR,,,MDJN,06:50,UDZ,16:35,9h 45m,37,SMTWTFS,,307 km,31 km/hr,19606
11115,Bhusaval - Itarsi MEMU Express (UnReserved),Exp,CR,,,BSL,20:40,ET,06:00,9h 20m,27,SMTWTFS,,307 km,33 km/hr,11116
17011,Hyderabad - Sirpur Kaghaznagar Intercity Express (PT),Exp,SCR,,,HYB,04:35,SKZR,11:20,6h 45m,20,SMTWTFS,2S CC,306 km,45 km/hr,17012
12056,Dehradun - New Delhi Jan Shatabdi Express,JShtb,NR,,,DDN,05:00,NDLS,11:05,6h 5m,8,SMTWTFS,2S CC,305 km,50 km/hr,12055
12055,New Delhi - Dehradun Jan Shatabdi Express,JShtb,NR,,,NDLS,15:20,DDN,21:10,5h 50m,7,SMTWTFS,2S CC,305 km,52 km/hr,12056
13235,Sahibganj - Danapur InterCity Express (PT),Exp,ECR,,,SBG,15:20,DNR,23:55,8h 35m,28,SMTWTFS,CC 3A,305 km,36 km/hr,13236
13236,Danapur - Sahibganj InterCity Express,Exp,ECR,,,DNR,05:20,SBG,13:45,8h 25m,28,SMTWTFS,CC 3A,305 km,36 km/hr,13235
16213,Arsikere - SSS Hubballi Express (UnReserved),Exp,SWR,,,ASK,05:30,UBL,12:35,7h 5m,34,SMTWTFS,,304 km,43 km/hr,16214
16214,SSS Hubballi - Arsikere Express (UnReserved),Exp,SWR,,,UBL,15:00,ASK,22:10,7h 10m,34,SMTWTFS,,304 km,42 km/hr,16213
12986,Delhi Sarai Rohilla - Jaipur AC Double Decker Express,DD,NWR,,,DEE,17:35,JP,22:00,4h 25m,5,SMTWTFS,CC Ex,304 km,69 km/hr,12985
12985,Jaipur - Delhi Sarai Rohilla AC Double Decker Express,DD,NWR,,,JP,05:45,DEE,10:25,4h 40m,5,SMTWTFS,CC Ex,304 km,65 km/hr,12986
11604,Bina - Kota MEMU Express (UnReserved),Exp,WCR,,,BINA,11:00,KOTA,18:50,7h 50m,37,SMTWTFS,,303 km,39 km/hr,11603
11603,Kota - Bina MEMU Express (UnReserved),Exp,WCR,,,KOTA,08:35,BINA,16:55,8h 20m,37,SMTWTFS,,303 km,36 km/hr,11604
16341,Guruvayur - Thiruvananthapuram Central Intercity Express,Exp,SR,,,GUV,03:25,TVC,09:45,6h 20m,20,SMTWTFS,2S CC,303 km,48 km/hr,16342
16342,Thiruvananthapuram Central - Guruvayur InterCity Express,Exp,SR,,,TVC,17:30,GUV,00:25,6h 55m,20,SMTWTFS,2S CC,303 km,44 km/hr,16341
22457,Anand Vihar Terminal - Dehradun Vande Bharat Express,VB,NR,,,ANVT,17:50,DDN,22:35,4h 45m,6,SMTWTFS,CC Ex,302 km,64 km/hr,22458
16844,Palakkad Town - Tiruchchirappalli Express (UnReserved),Exp,SR,,,PGTN,06:30,TPJ,13:55,7h 25m,21,SMTWTFS,,302 km,41 km/hr,16843
16843,Tiruchchirappalli - Palakkad Town Express (UnReserved),Exp,SR,,,TPJ,13:00,PGTN,20:15,7h 15m,24,SMTWTFS,,302 km,42 km/hr,16844
19328,Udaipur City - Ratlam Express,Exp,WCR,,,UDZ,01:35,RTM,08:00,6h 25m,14,SMTWTFS,2S SL,302 km,47 km/hr,19327
19327,Ratlam - Udaipur City Express,Exp,WCR,,,RTM,17:00,UDZ,23:30,6h 30m,14,SMTWTFS,2S SL,302 km,46 km/hr,19328
15107,Banaras - Lucknow Intercity Express,Exp,NER,,,BSBS,05:05,LKO,10:55,5h 50m,10,SMTWTFS,2S CC,302 km,52 km/hr,15108
15108,Lucknow - Banaras Intercity Express,Exp,NER,,,LKO,13:10,BSBS,20:15,7h 5m,10,SMTWTFS,2S CC,302 km,43 km/hr,15107
